province_territory,claim_office_type,total_flag,year_month,year,month,value
Prince Edward Island,Inland,False,2021-10,2021,10,0
Nova Scotia,Inland,False,2021-10,2021,10,5
New Brunswick,Inland,False,2021-10,2021,10,2
Quebec,Inland,False,2021-10,2021,10,240
Ontario,Inland,False,2021-10,2021,10,635
Manitoba,Inland,False,2021-10,2021,10,5
Saskatchewan,Inland,False,2021-10,2021,10,2
Alberta,Inland,False,2021-10,2021,10,80
British Columbia,Inland,False,2021-10,2021,10,130
Yukon,Inland,False,2021-10,2021,10,0
Northwest Territories,Inland,False,2021-10,2021,10,0
Nunavut,Inland,False,2021-10,2021,10,0
Province/Territory of claim not stated,Inland,False,2021-10,2021,10,0
,Inland - Total,True,2021-10,2021,10,1110
,Other Offices,False,2021-10,2021,10,0
,Total ,True,2021-10,2021,10,2640
Newfoundland and Labrador,Airport,False,2021-11,2021,11,0
Nova Scotia,Airport,False,2021-11,2021,11,0
New Brunswick,Airport,False,2021-11,2021,11,0
Quebec,Airport,False,2021-11,2021,11,455
Ontario,Airport,False,2021-11,2021,11,330
Manitoba,Airport,False,2021-11,2021,11,0
Saskatchewan,Airport,False,2021-11,2021,11,0
Alberta,Airport,False,2021-11,2021,11,35
British Columbia,Airport,False,2021-11,2021,11,20
Nunavut,Airport,False,2021-11,2021,11,0
,Airport - Total,True,2021-11,2021,11,840
Newfoundland and Labrador,Border,False,2021-11,2021,11,0
Nova Scotia,Border,False,2021-11,2021,11,0
New Brunswick,Border,False,2021-11,2021,11,2
Quebec,Border,False,2021-11,2021,11,1000
Ontario,Border,False,2021-11,2021,11,340
Manitoba,Border,False,2021-11,2021,11,2
Saskatchewan,Border,False,2021-11,2021,11,0
Alberta,Border,False,2021-11,2021,11,40
British Columbia,Border,False,2021-11,2021,11,30
Yukon,Border,False,2021-11,2021,11,0
,Border - Total,True,2021-11,2021,11,1415
Newfoundland and Labrador,Inland,False,2021-11,2021,11,2
Prince Edward Island,Inland,False,2021-11,2021,11,2
Nova Scotia,Inland,False,2021-11,2021,11,5
New Brunswick,Inland,False,2021-11,2021,11,2
Quebec,Inland,False,2021-11,2021,11,340
Ontario,Inland,False,2021-11,2021,11,1100
Manitoba,Inland,False,2021-11,2021,11,25
Saskatchewan,Inland,False,2021-11,2021,11,2
Alberta,Inland,False,2021-11,2021,11,80
British Columbia,Inland,False,2021-11,2021,11,165
Yukon,Inland,False,2021-11,2021,11,0
Northwest Territories,Inland,False,2021-11,2021,11,2
Nunavut,Inland,False,2021-11,2021,11,0
Province/Territory of claim not stated,Inland,False,2021-11,2021,11,0
,Inland - Total,True,2021-11,2021,11,1725
,Other Offices,False,2021-11,2021,11,2
,Total ,True,2021-11,2021,11,3980
Newfoundland and Labrador,Airport,False,2021-12,2021,12,0
Nova Scotia,Airport,False,2021-12,2021,12,0
New Brunswick,Airport,False,2021-12,2021,12,0
Quebec,Airport,False,2021-12,2021,12,470
Ontario,Airport,False,2021-12,2021,12,450
Manitoba,Airport,False,2021-12,2021,12,0
Saskatchewan,Airport,False,2021-12,2021,12,0
Alberta,Airport,False,2021-12,2021,12,10
British Columbia,Airport,False,2021-12,2021,12,50
Nunavut,Airport,False,2021-12,2021,12,0
,Airport - Total,True,2021-12,2021,12,985
Newfoundland and Labrador,Border,False,2021-12,2021,12,0
Nova Scotia,Border,False,2021-12,2021,12,0
New Brunswick,Border,False,2021-12,2021,12,2
Quebec,Border,False,2021-12,2021,12,2880
Ontario,Border,False,2021-12,2021,12,440
Manitoba,Border,False,2021-12,2021,12,2
Saskatchewan,Border,False,2021-12,2021,12,0
Alberta,Border,False,2021-12,2021,12,5
British Columbia,Border,False,2021-12,2021,12,60
Yukon,Border,False,2021-12,2021,12,0
,Border - Total,True,2021-12,2021,12,3390
Newfoundland and Labrador,Inland,False,2021-12,2021,12,5
Prince Edward Island,Inland,False,2021-12,2021,12,0
Nova Scotia,Inland,False,2021-12,2021,12,2
New Brunswick,Inland,False,2021-12,2021,12,2
Quebec,Inland,False,2021-12,2021,12,470
Ontario,Inland,False,2021-12,2021,12,1165
Manitoba,Inland,False,2021-12,2021,12,20
Saskatchewan,Inland,False,2021-12,2021,12,0
Alberta,Inland,False,2021-12,2021,12,105
British Columbia,Inland,False,2021-12,2021,12,195
Yukon,Inland,False,2021-12,2021,12,0
Northwest Territories,Inland,False,2021-12,2021,12,0
Nunavut,Inland,False,2021-12,2021,12,0
Province/Territory of claim not stated,Inland,False,2021-12,2021,12,0
,Inland - Total,True,2021-12,2021,12,1965
,Other Offices,False,2021-12,2021,12,2
,Total ,True,2021-12,2021,12,6340
Newfoundland and Labrador,Airport,False,2022-01,2022,1,0
Nova Scotia,Airport,False,2022-01,2022,1,0
New Brunswick,Airport,False,2022-01,2022,1,0
Quebec,Airport,False,2022-01,2022,1,415
Ontario,Airport,False,2022-01,2022,1,305
Manitoba,Airport,False,2022-01,2022,1,0
Saskatchewan,Airport,False,2022-01,2022,1,0
Alberta,Airport,False,2022-01,2022,1,10
British Columbia,Airport,False,2022-01,2022,1,15
Nunavut,Airport,False,2022-01,2022,1,0
,Airport - Total,True,2022-01,2022,1,740
Newfoundland and Labrador,Border,False,2022-01,2022,1,0
Nova Scotia,Border,False,2022-01,2022,1,0
New Brunswick,Border,False,2022-01,2022,1,0
Quebec,Border,False,2022-01,2022,1,2355
Ontario,Border,False,2022-01,2022,1,275
Manitoba,Border,False,2022-01,2022,1,0
Saskatchewan,Border,False,2022-01,2022,1,0
Alberta,Border,False,2022-01,2022,1,15
British Columbia,Border,False,2022-01,2022,1,35
Yukon,Border,False,2022-01,2022,1,0
,Border - Total,True,2022-01,2022,1,2675
Newfoundland and Labrador,Inland,False,2022-01,2022,1,0
Prince Edward Island,Inland,False,2022-01,2022,1,0
Nova Scotia,Inland,False,2022-01,2022,1,5
New Brunswick,Inland,False,2022-01,2022,1,2
Quebec,Inland,False,2022-01,2022,1,410
Ontario,Inland,False,2022-01,2022,1,1110
Manitoba,Inland,False,2022-01,2022,1,30
Saskatchewan,Inland,False,2022-01,2022,1,2
Alberta,Inland,False,2022-01,2022,1,110
British Columbia,Inland,False,2022-01,2022,1,150
Yukon,Inland,False,2022-01,2022,1,0
Northwest Territories,Inland,False,2022-01,2022,1,0
Nunavut,Inland,False,2022-01,2022,1,0
Province/Territory of claim not stated,Inland,False,2022-01,2022,1,0
,Inland - Total,True,2022-01,2022,1,1820
,Other Offices,False,2022-01,2022,1,2
,Total ,True,2022-01,2022,1,5240
Newfoundland and Labrador,Airport,False,2022-02,2022,2,0
Nova Scotia,Airport,False,2022-02,2022,2,0
New Brunswick,Airport,False,2022-02,2022,2,0
Quebec,Airport,False,2022-02,2022,2,405
Ontario,Airport,False,2022-02,2022,2,275
Manitoba,Airport,False,2022-02,2022,2,0
Saskatchewan,Airport,False,2022-02,2022,2,0
Alberta,Airport,False,2022-02,2022,2,15
British Columbia,Airport,False,2022-02,2022,2,15
Nunavut,Airport,False,2022-02,2022,2,0
,Airport - Total,True,2022-02,2022,2,710
Newfoundland and Labrador,Border,False,2022-02,2022,2,0
Nova Scotia,Border,False,2022-02,2022,2,0
New Brunswick,Border,False,2022-02,2022,2,0
Quebec,Border,False,2022-02,2022,2,2250
Ontario,Border,False,2022-02,2022,2,280
Manitoba,Border,False,2022-02,2022,2,0
Saskatchewan,Border,False,2022-02,2022,2,0
Alberta,Border,False,2022-02,2022,2,5
British Columbia,Border,False,2022-02,2022,2,50
Yukon,Border,False,2022-02,2022,2,0
,Border - Total,True,2022-02,2022,2,2585
Newfoundland and Labrador,Inland,False,2022-02,2022,2,2
Prince Edward Island,Inland,False,2022-02,2022,2,2
Nova Scotia,Inland,False,2022-02,2022,2,5
New Brunswick,Inland,False,2022-02,2022,2,2
Quebec,Inland,False,2022-02,2022,2,515
Ontario,Inland,False,2022-02,2022,2,1190
Manitoba,Inland,False,2022-02,2022,2,5
Saskatchewan,Inland,False,2022-02,2022,2,2
Alberta,Inland,False,2022-02,2022,2,90
British Columbia,Inland,False,2022-02,2022,2,180
Yukon,Inland,False,2022-02,2022,2,0
Northwest Territories,Inland,False,2022-02,2022,2,0
Nunavut,Inland,False,2022-02,2022,2,0
Province/Territory of claim not stated,Inland,False,2022-02,2022,2,0
,Inland - Total,True,2022-02,2022,2,1995
,Other Offices,False,2022-02,2022,2,0
,Total ,True,2022-02,2022,2,5290
Newfoundland and Labrador,Airport,False,2022-03,2022,3,0
Nova Scotia,Airport,False,2022-03,2022,3,0
New Brunswick,Airport,False,2022-03,2022,3,0
Quebec,Airport,False,2022-03,2022,3,605
Ontario,Airport,False,2022-03,2022,3,330
Manitoba,Airport,False,2022-03,2022,3,0
Saskatchewan,Airport,False,2022-03,2022,3,0
Alberta,Airport,False,2022-03,2022,3,10
British Columbia,Airport,False,2022-03,2022,3,25
Nunavut,Airport,False,2022-03,2022,3,0
,Airport - Total,True,2022-03,2022,3,975
Newfoundland and Labrador,Border,False,2022-03,2022,3,0
Nova Scotia,Border,False,2022-03,2022,3,0
New Brunswick,Border,False,2022-03,2022,3,2
Quebec,Border,False,2022-03,2022,3,2515
Ontario,Border,False,2022-03,2022,3,380
Manitoba,Border,False,2022-03,2022,3,2
Saskatchewan,Border,False,2022-03,2022,3,0
Alberta,Border,False,2022-03,2022,3,15
British Columbia,Border,False,2022-03,2022,3,40
Yukon,Border,False,2022-03,2022,3,0
,Border - Total,True,2022-03,2022,3,2950
Newfoundland and Labrador,Inland,False,2022-03,2022,3,2
Prince Edward Island,Inland,False,2022-03,2022,3,0
Nova Scotia,Inland,False,2022-03,2022,3,5
New Brunswick,Inland,False,2022-03,2022,3,2
Quebec,Inland,False,2022-03,2022,3,540
Ontario,Inland,False,2022-03,2022,3,1180
Manitoba,Inland,False,2022-03,2022,3,15
Saskatchewan,Inland,False,2022-03,2022,3,10
Alberta,Inland,False,2022-03,2022,3,140
British Columbia,Inland,False,2022-03,2022,3,255
Yukon,Inland,False,2022-03,2022,3,0
Northwest Territories,Inland,False,2022-03,2022,3,0
Nunavut,Inland,False,2022-03,2022,3,0
Province/Territory of claim not stated,Inland,False,2022-03,2022,3,0
,Inland - Total,True,2022-03,2022,3,2150
,Other Offices,False,2022-03,2022,3,2
,Total ,True,2022-03,2022,3,6075
Newfoundland and Labrador,Airport,False,2022-04,2022,4,0
Nova Scotia,Airport,False,2022-04,2022,4,0
New Brunswick,Airport,False,2022-04,2022,4,0
Quebec,Airport,False,2022-04,2022,4,565
Ontario,Airport,False,2022-04,2022,4,370
Manitoba,Airport,False,2022-04,2022,4,0
Saskatchewan,Airport,False,2022-04,2022,4,0
Alberta,Airport,False,2022-04,2022,4,5
British Columbia,Airport,False,2022-04,2022,4,15
Nunavut,Airport,False,2022-04,2022,4,0
,Airport - Total,True,2022-04,2022,4,960
Newfoundland and Labrador,Border,False,2022-04,2022,4,0
Nova Scotia,Border,False,2022-04,2022,4,0
New Brunswick,Border,False,2022-04,2022,4,2
Quebec,Border,False,2022-04,2022,4,2765
Ontario,Border,False,2022-04,2022,4,455
Manitoba,Border,False,2022-04,2022,4,2
Saskatchewan,Border,False,2022-04,2022,4,2
Alberta,Border,False,2022-04,2022,4,25
British Columbia,Border,False,2022-04,2022,4,35
Yukon,Border,False,2022-04,2022,4,0
,Border - Total,True,2022-04,2022,4,3290
Newfoundland and Labrador,Inland,False,2022-04,2022,4,2
Prince Edward Island,Inland,False,2022-04,2022,4,0
Nova Scotia,Inland,False,2022-04,2022,4,2
New Brunswick,Inland,False,2022-04,2022,4,0
Quebec,Inland,False,2022-04,2022,4,470
Ontario,Inland,False,2022-04,2022,4,1050
Manitoba,Inland,False,2022-04,2022,4,20
Saskatchewan,Inland,False,2022-04,2022,4,5
Alberta,Inland,False,2022-04,2022,4,100
British Columbia,Inland,False,2022-04,2022,4,190
Yukon,Inland,False,2022-04,2022,4,0
Northwest Territories,Inland,False,2022-04,2022,4,0
Nunavut,Inland,False,2022-04,2022,4,0
Province/Territory of claim not stated,Inland,False,2022-04,2022,4,0
,Inland - Total,True,2022-04,2022,4,1835
,Other Offices,False,2022-04,2022,4,2
,Total ,True,2022-04,2022,4,6085
Newfoundland and Labrador,Airport,False,2022-05,2022,5,0
Nova Scotia,Airport,False,2022-05,2022,5,0
New Brunswick,Airport,False,2022-05,2022,5,0
Quebec,Airport,False,2022-05,2022,5,740
Ontario,Airport,False,2022-05,2022,5,415
Manitoba,Airport,False,2022-05,2022,5,0
Saskatchewan,Airport,False,2022-05,2022,5,0
Alberta,Airport,False,2022-05,2022,5,5
British Columbia,Airport,False,2022-05,2022,5,30
Nunavut,Airport,False,2022-05,2022,5,0
,Airport - Total,True,2022-05,2022,5,1190
Newfoundland and Labrador,Border,False,2022-05,2022,5,0
Nova Scotia,Border,False,2022-05,2022,5,0
New Brunswick,Border,False,2022-05,2022,5,0
Quebec,Border,False,2022-05,2022,5,3610
Ontario,Border,False,2022-05,2022,5,505
Manitoba,Border,False,2022-05,2022,5,2
Saskatchewan,Border,False,2022-05,2022,5,0
Alberta,Border,False,2022-05,2022,5,40
British Columbia,Border,False,2022-05,2022,5,55
Yukon,Border,False,2022-05,2022,5,0
,Border - Total,True,2022-05,2022,5,4215
Newfoundland and Labrador,Inland,False,2022-05,2022,5,0
Prince Edward Island,Inland,False,2022-05,2022,5,2
Nova Scotia,Inland,False,2022-05,2022,5,2
New Brunswick,Inland,False,2022-05,2022,5,0
Quebec,Inland,False,2022-05,2022,5,500
Ontario,Inland,False,2022-05,2022,5,1075
Manitoba,Inland,False,2022-05,2022,5,15
Saskatchewan,Inland,False,2022-05,2022,5,2
Alberta,Inland,False,2022-05,2022,5,105
British Columbia,Inland,False,2022-05,2022,5,180
Yukon,Inland,False,2022-05,2022,5,0
Northwest Territories,Inland,False,2022-05,2022,5,0
Nunavut,Inland,False,2022-05,2022,5,0
Province/Territory of claim not stated,Inland,False,2022-05,2022,5,0
,Inland - Total,True,2022-05,2022,5,1875
,Other Offices,False,2022-05,2022,5,2
,Total ,True,2022-05,2022,5,7285
Newfoundland and Labrador,Airport,False,2022-06,2022,6,0
Nova Scotia,Airport,False,2022-06,2022,6,2
New Brunswick,Airport,False,2022-06,2022,6,0
Quebec,Airport,False,2022-06,2022,6,950
Ontario,Airport,False,2022-06,2022,6,360
Manitoba,Airport,False,2022-06,2022,6,0
Saskatchewan,Airport,False,2022-06,2022,6,0
Alberta,Airport,False,2022-06,2022,6,15
British Columbia,Airport,False,2022-06,2022,6,30
Nunavut,Airport,False,2022-06,2022,6,0
,Airport - Total,True,2022-06,2022,6,1360
Newfoundland and Labrador,Border,False,2022-06,2022,6,0
Nova Scotia,Border,False,2022-06,2022,6,0
New Brunswick,Border,False,2022-06,2022,6,2
Quebec,Border,False,2022-06,2022,6,3120
Ontario,Border,False,2022-06,2022,6,520
Manitoba,Border,False,2022-06,2022,6,2
Saskatchewan,Border,False,2022-06,2022,6,0
Alberta,Border,False,2022-06,2022,6,30
British Columbia,Border,False,2022-06,2022,6,30
Yukon,Border,False,2022-06,2022,6,0
,Border - Total,True,2022-06,2022,6,3710
Newfoundland and Labrador,Inland,False,2022-06,2022,6,2
Prince Edward Island,Inland,False,2022-06,2022,6,0
Nova Scotia,Inland,False,2022-06,2022,6,10
New Brunswick,Inland,False,2022-06,2022,6,2
Quebec,Inland,False,2022-06,2022,6,565
Ontario,Inland,False,2022-06,2022,6,1265
Manitoba,Inland,False,2022-06,2022,6,20
Saskatchewan,Inland,False,2022-06,2022,6,0
Alberta,Inland,False,2022-06,2022,6,110
British Columbia,Inland,False,2022-06,2022,6,260
Yukon,Inland,False,2022-06,2022,6,0
Northwest Territories,Inland,False,2022-06,2022,6,0
Nunavut,Inland,False,2022-06,2022,6,0
Province/Territory of claim not stated,Inland,False,2022-06,2022,6,0
,Inland - Total,True,2022-06,2022,6,2235
,Other Offices,False,2022-06,2022,6,2
,Total ,True,2022-06,2022,6,7305
Newfoundland and Labrador,Airport,False,2022-07,2022,7,0
Nova Scotia,Airport,False,2022-07,2022,7,2
New Brunswick,Airport,False,2022-07,2022,7,0
Quebec,Airport,False,2022-07,2022,7,1030
Ontario,Airport,False,2022-07,2022,7,360
Manitoba,Airport,False,2022-07,2022,7,0
Saskatchewan,Airport,False,2022-07,2022,7,0
Alberta,Airport,False,2022-07,2022,7,15
British Columbia,Airport,False,2022-07,2022,7,35
Nunavut,Airport,False,2022-07,2022,7,0
,Airport - Total,True,2022-07,2022,7,1440
Newfoundland and Labrador,Border,False,2022-07,2022,7,0
Nova Scotia,Border,False,2022-07,2022,7,0
New Brunswick,Border,False,2022-07,2022,7,0
Quebec,Border,False,2022-07,2022,7,3720
Ontario,Border,False,2022-07,2022,7,425
Manitoba,Border,False,2022-07,2022,7,5
Saskatchewan,Border,False,2022-07,2022,7,2
Alberta,Border,False,2022-07,2022,7,60
British Columbia,Border,False,2022-07,2022,7,60
Yukon,Border,False,2022-07,2022,7,0
,Border - Total,True,2022-07,2022,7,4275
Newfoundland and Labrador,Inland,False,2022-07,2022,7,0
Prince Edward Island,Inland,False,2022-07,2022,7,0
Nova Scotia,Inland,False,2022-07,2022,7,10
New Brunswick,Inland,False,2022-07,2022,7,2
Quebec,Inland,False,2022-07,2022,7,570
Ontario,Inland,False,2022-07,2022,7,1240
Manitoba,Inland,False,2022-07,2022,7,15
Saskatchewan,Inland,False,2022-07,2022,7,2
Alberta,Inland,False,2022-07,2022,7,95
British Columbia,Inland,False,2022-07,2022,7,215
Yukon,Inland,False,2022-07,2022,7,0
Northwest Territories,Inland,False,2022-07,2022,7,0
Nunavut,Inland,False,2022-07,2022,7,0
Province/Territory of claim not stated,Inland,False,2022-07,2022,7,0
,Inland - Total,True,2022-07,2022,7,2155
,Other Offices,False,2022-07,2022,7,0
,Total ,True,2022-07,2022,7,7870
Newfoundland and Labrador,Airport,False,2022-08,2022,8,0
Nova Scotia,Airport,False,2022-08,2022,8,2
New Brunswick,Airport,False,2022-08,2022,8,0
Quebec,Airport,False,2022-08,2022,8,1040
Ontario,Airport,False,2022-08,2022,8,390
Manitoba,Airport,False,2022-08,2022,8,0
Saskatchewan,Airport,False,2022-08,2022,8,0
Alberta,Airport,False,2022-08,2022,8,15
British Columbia,Airport,False,2022-08,2022,8,35
Nunavut,Airport,False,2022-08,2022,8,0
,Airport - Total,True,2022-08,2022,8,1485
Newfoundland and Labrador,Border,False,2022-08,2022,8,0
Nova Scotia,Border,False,2022-08,2022,8,0
New Brunswick,Border,False,2022-08,2022,8,2
Quebec,Border,False,2022-08,2022,8,3330
Ontario,Border,False,2022-08,2022,8,470
Manitoba,Border,False,2022-08,2022,8,10
Saskatchewan,Border,False,2022-08,2022,8,0
Alberta,Border,False,2022-08,2022,8,30
British Columbia,Border,False,2022-08,2022,8,65
Yukon,Border,False,2022-08,2022,8,0
,Border - Total,True,2022-08,2022,8,3905
Newfoundland and Labrador,Inland,False,2022-08,2022,8,0
Prince Edward Island,Inland,False,2022-08,2022,8,0
Nova Scotia,Inland,False,2022-08,2022,8,10
New Brunswick,Inland,False,2022-08,2022,8,0
Quebec,Inland,False,2022-08,2022,8,710
Ontario,Inland,False,2022-08,2022,8,1690
Manitoba,Inland,False,2022-08,2022,8,25
Saskatchewan,Inland,False,2022-08,2022,8,2
Alberta,Inland,False,2022-08,2022,8,150
British Columbia,Inland,False,2022-08,2022,8,300
Yukon,Inland,False,2022-08,2022,8,0
Northwest Territories,Inland,False,2022-08,2022,8,2
Nunavut,Inland,False,2022-08,2022,8,0
Province/Territory of claim not stated,Inland,False,2022-08,2022,8,0
,Inland - Total,True,2022-08,2022,8,2895
,Other Offices,False,2022-08,2022,8,0
,Total ,True,2022-08,2022,8,8285
Newfoundland and Labrador,Airport,False,2022-09,2022,9,0
Nova Scotia,Airport,False,2022-09,2022,9,2
New Brunswick,Airport,False,2022-09,2022,9,0
Quebec,Airport,False,2022-09,2022,9,1520
Ontario,Airport,False,2022-09,2022,9,490
Manitoba,Airport,False,2022-09,2022,9,0
Saskatchewan,Airport,False,2022-09,2022,9,0
Alberta,Airport,False,2022-09,2022,9,2
British Columbia,Airport,False,2022-09,2022,9,30
Nunavut,Airport,False,2022-09,2022,9,0
,Airport - Total,True,2022-09,2022,9,2045
Newfoundland and Labrador,Border,False,2022-09,2022,9,0
Nova Scotia,Border,False,2022-09,2022,9,0
New Brunswick,Border,False,2022-09,2022,9,2
Quebec,Border,False,2022-09,2022,9,3730
Ontario,Border,False,2022-09,2022,9,510
Manitoba,Border,False,2022-09,2022,9,10
Saskatchewan,Border,False,2022-09,2022,9,0
Alberta,Border,False,2022-09,2022,9,25
British Columbia,Border,False,2022-09,2022,9,75
Yukon,Border,False,2022-09,2022,9,0
,Border - Total,True,2022-09,2022,9,4355
Newfoundland and Labrador,Inland,False,2022-09,2022,9,0
Prince Edward Island,Inland,False,2022-09,2022,9,0
Nova Scotia,Inland,False,2022-09,2022,9,10
New Brunswick,Inland,False,2022-09,2022,9,0
Quebec,Inland,False,2022-09,2022,9,705
Ontario,Inland,False,2022-09,2022,9,1465
Manitoba,Inland,False,2022-09,2022,9,20
Saskatchewan,Inland,False,2022-09,2022,9,10
Alberta,Inland,False,2022-09,2022,9,120
British Columbia,Inland,False,2022-09,2022,9,205
Yukon,Inland,False,2022-09,2022,9,0
Northwest Territories,Inland,False,2022-09,2022,9,0
Nunavut,Inland,False,2022-09,2022,9,0
Province/Territory of claim not stated,Inland,False,2022-09,2022,9,0
,Inland - Total,True,2022-09,2022,9,2535
,Other Offices,False,2022-09,2022,9,2
,Total ,True,2022-09,2022,9,8940
Newfoundland and Labrador,Airport,False,2022-10,2022,10,0
Nova Scotia,Airport,False,2022-10,2022,10,5
New Brunswick,Airport,False,2022-10,2022,10,0
Quebec,Airport,False,2022-10,2022,10,1410
Ontario,Airport,False,2022-10,2022,10,625
Manitoba,Airport,False,2022-10,2022,10,0
Saskatchewan,Airport,False,2022-10,2022,10,0
Alberta,Airport,False,2022-10,2022,10,20
British Columbia,Airport,False,2022-10,2022,10,35
Nunavut,Airport,False,2022-10,2022,10,0
,Airport - Total,True,2022-10,2022,10,2095
